"Industry-by-Industry Total Requirements, After Redefinitions - Summary"
"2003, (in producers' prices)" 
"Bureau of Economic Analysis" 
""
"","Industries/Industries","111CA","113FF","211","212","213","22","23","321","327","331","332","333","334","335","3361MV","3364OT","337","339","311FT","313TT","315AL","322","323","324","325","326","42","441","445","452","4A0","481","482","483","484","485","486","487OS","493","511","512","513","514","521CI","523","524","525","HS","ORE","532RL","5411","5415","5412OP","55","561","562","61","621","622","623","624","711AS","713","721","722","81","GFGD","GFGN","GFE","GSLG","GSLE"
"","Industry Description","Farms","Forestry, fishing, and related activities","Oil and gas extraction","Mining, except oil and gas","Support activities for mining","Utilities","Construction","Wood products","Nonmetallic mineral products","Primary metals","Fabricated metal products","Machinery","Computer and electronic products","Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts","Other transportation equipment","Furniture and related products","Miscellaneous manufacturing","Food and beverage and tobacco products","Textile mills and textile product mills","Apparel and leather and allied products","Paper products","Printing and related support activities","Petroleum and coal products","Chemical products","Plastics and rubber products","Wholesale trade","Motor vehicle and parts dealers","Food and beverage stores","General merchandise stores","Other retail","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Publishing industries, except internet (includes software)","Motion picture and sound recording industries","Broadcasting and telecommunications","Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Housing","Other real estate","Rental and leasing services and lessors of intangible assets","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises","Administrative and support services","Waste management and remediation services","Educational services","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries","Accommodation","Food services and drinking places","Other services, except government","Federal general government (defense)","Federal general government (nondefense)","Federal government enterprises","State and local general government","State and local government enterprises"
"111CA","Farms",1.1897709,0.0499510,0.0007029,0.0020649,0.0009683,0.0006894,0.0037762,0.0266989,0.0028451,0.0017614,0.0014234,0.0016691,0.0011567,0.0015641,0.0025129,0.0014945,0.0072467,0.0069464,0.3084779,0.0695774,0.0252177,0.0101604,0.0048179,0.0005543,0.0155813,0.0076212,0.0008489,0.0032000,0.0024250,0.0010039,0.0009924,0.0020032,0.0011008,0.0024020,0.0008453,0.0003484,0.0010569,0.0015937,0.0006993,0.0013036,0.0012222,0.0008360,0.0005576,0.0006317,0.0005941,0.0005141,0.0005334,0.0002388,0.0017148,0.0007374,0.0008240,0.0009625,0.0015906,0.0008496,0.0022449,0.0012410,0.0140683,0.0019379,0.0051546,0.0125203,0.0143845,0.0051167,0.0104875,0.0090733,0.0223751,0.0017130,0.0024595,-0.0041637,0.0031873,0.0099841,0.0012454
"113FF","Forestry, fishing, and related activities",0.0761674,1.2022180,0.0005630,0.0025350,0.0007812,0.0005780,0.0086553,0.1867548,0.0028015,0.0022011,0.0014640,0.0023992,0.0013782,0.0021186,0.0030811,0.0015503,0.0217522,0.0058935,0.0330952,0.0067514,0.0045602,0.0384844,0.0066493,0.0004360,0.0033649,0.0126811,0.0008289,0.0008879,0.0039672,0.0005003,0.0007338,0.0008574,0.0044653,0.0009454,0.0008409,0.0003847,0.0011935,0.0017294,0.0008804,0.0018725,0.0016253,0.0009741,0.0010606,0.0005039,0.0005528,0.0003742,0.0004395,0.0003367,0.0016704,0.0006677,0.0005669,0.0005764,0.0008068,0.0005115,0.0008336,0.0008288,0.0024534,0.0010674,0.0013025,0.0020635,0.0033697,0.0010354,0.0032133,0.0043810,0.0078200,0.0010822,0.0007648,0.0003687,0.0012625,0.0035617,0.0021078
"211","Oil and gas extraction",0.0357912,0.0236284,1.2326727,0.0435462,0.0161079,0.2421296,0.0295284,0.0258439,0.0299627,0.0421177,0.0213117,0.0204875,0.0123012,0.0226821,0.0176409,0.0130172,0.0209488,0.0194843,0.0241441,0.0443238,0.0228003,0.0358055,0.0360368,0.7534829,0.0905070,0.0420595,0.0076874,0.0119289,0.0123401,0.0089457,0.0093234,0.0742310,0.0429165,0.0486421,0.0344407,0.0136694,0.0281833,0.0383568,0.0180969,0.0086683,0.0078134,0.0074676,0.0043735,0.0085424,0.0093186,0.0033045,0.0094705,0.0017840,0.0261340,0.0082512,0.0058092,0.0066344,0.0065178,0.0092300,0.0127539,0.0258603,0.0138102,0.0121589,0.0166615,0.0143443,0.0117143,0.0082874,0.0146157,0.0162661,0.0160401,0.0092704,0.0231602,0.0061614,0.0201679,0.0368282,0.1181724
"212","Mining, except oil and gas",0.0100937,0.0021732,0.0036507,1.0833468,0.0029711,0.0244306,0.0172504,0.0046483,0.0817390,0.0863695,0.0175806,0.0115367,0.0047734,0.0136572,0.0127150,0.0078230,0.0078529,0.0089514,0.0100003,0.0104110,0.0043099,0.0208689,0.0051617,0.0032600,0.0115524,0.0081326,0.0009742,0.0014679,0.0014895,0.0011238,0.0012338,0.0016647,0.0036087,0.0045074,0.0016664,0.0006521,0.0034196,0.0025626,0.0025951,0.0019267,0.0017325,0.0019841,0.0009539,0.0007622,0.0010341,0.0005069,0.0009387,0.0006262,0.0034897,0.0009247,0.0007994,0.0008895,0.0014326,0.0011666,0.0013652,0.0023672,0.0025893,0.0020224,0.0024542,0.0021357,0.0022920,0.0017054,0.0037001,0.0024135,0.0029605,0.0019944,0.0018273,0.0059694,0.0012691,0.0026803,0.0146880
"213","Support activities for mining",0.0009299,0.0005021,0.0228177,0.0263101,1.0098399,0.0050858,0.0010430,0.0006426,0.0026343,0.0029819,0.0009487,0.0007745,0.0004007,0.0008576,0.0007611,0.0005248,0.0006506,0.0006357,0.0007358,0.0011168,0.0005512,0.0012247,0.0008253,0.0139746,0.0019862,0.0010328,0.0001727,0.0002672,0.0002706,0.0001983,0.0002110,0.0014172,0.0008941,0.0010880,0.0006888,0.0002754,0.0006384,0.0007836,0.0004117,0.0002274,0.0001963,0.0002099,0.0001119,0.0001813,0.0002039,0.0000773,0.0002031,0.0000511,0.0005801,0.0001817,0.0001319,0.0001547,0.0001908,0.0002109,0.0002780,0.0005645,0.0003285,0.0002827,0.0003770,0.0003256,0.0002893,0.0002017,0.0003717,0.0003709,0.0003823,0.0002336,0.0004927,0.0002709,0.0004163,0.0007553,0.0025693
"22","Utilities",0.0311808,0.0115950,0.0187657,0.0407394,0.0061030,1.0446237,0.0149244,0.0289002,0.0473079,0.0633429,0.0315556,0.0225887,0.0164544,0.0239646,0.0242175,0.0184828,0.0243705,0.0195860,0.0312838,0.0439018,0.0333464,0.0526550,0.0253292,0.0146659,0.0310133,0.0337493,0.0117365,0.0224165,0.0319965,0.0236549,0.0202498,0.0098548,0.0077649,0.0823548,0.0155208,0.0048984,0.0571525,0.0378546,0.0526477,0.0104049,0.0126757,0.0142068,0.0061840,0.0068806,0.0087769,0.0051487,0.0131235,0.0017274,0.0745045,0.0117335,0.0101018,0.0076154,0.0093026,0.0173779,0.0096296,0.0105363,0.0309988,0.0122820,0.0148873,0.0209308,0.0156705,0.0138669,0.0219050,0.0325623,0.0334359,0.0125270,0.0088556,0.0070721,0.0136975,0.0165865,0.0129500
"23","Construction",0.0143945,0.0050501,0.0218215,0.0274362,0.0189172,0.0190844,1.0054515,0.0103741,0.0127635,0.0168788,0.0104455,0.0084568,0.0059809,0.0079210,0.0078110,0.0060123,0.0098788,0.0072237,0.0100224,0.0115364,0.0087918,0.0128413,0.0102118,0.0158069,0.0092730,0.0105443,0.0049416,0.0084836,0.0076116,0.0066812,0.0081991,0.0068657,0.0245030,0.0111009,0.0083116,0.0043315,0.0602419,0.0137031,0.0150678,0.0051155,0.0073002,0.0129958,0.0025949,0.0137405,0.0098972,0.0040084,0.0084719,0.0318107,0.0568761,0.0053702,0.0068913,0.0043576,0.0057777,0.0057158,0.0044632,0.0046646,0.0093552,0.0065757,0.0057439,0.0104125,0.0103969,0.0077941,0.0095855,0.0090094,0.0102028,0.0103326,0.0118531,0.0078421,0.0124087,0.0147533,0.1299493
"321","Wood products",0.0048171,0.0024137,0.0022812,0.0047595,0.0031398,0.0021518,0.0552382,1.3011318,0.0098477,0.0079943,0.0048578,0.0098608,0.0051094,0.0074931,0.0126913,0.0053546,0.1382747,0.0178146,0.0053507,0.0067247,0.0036596,0.0448537,0.0081758,0.0016968,0.0039816,0.0195710,0.0030228,0.0028958,0.0041267,0.0017064,0.0026857,0.0014653,0.0295521,0.0024788,0.0028239,0.0009176,0.0052068,0.0039790,0.0037354,0.0049817,0.0081520,0.0043761,0.0056802,0.0015933,0.0015303,0.0008724,0.0012259,0.0018807,0.0081007,0.0023675,0.0014882,0.0013049,0.0017912,0.0012397,0.0020942,0.0021427,0.0022516,0.0027107,0.0023396,0.0023417,0.0101635,0.0018426,0.0031293,0.0050923,0.0040681,0.0028970,0.0019224,0.0016170,0.0024965,0.0044902,0.0118368
"327","Nonmetallic mineral products",0.0035110,0.0022376,0.0066325,0.0085393,0.0063510,0.0031640,0.0565623,0.0151800,1.1562943,0.0171713,0.0088334,0.0129771,0.0066120,0.0198801,0.0213447,0.0061684,0.0124822,0.0112756,0.0116131,0.0162443,0.0058452,0.0060706,0.0031393,0.0046841,0.0072141,0.0133744,0.0013416,0.0030008,0.0016513,0.0011979,0.0019236,0.0017868,0.0030834,0.0026851,0.0021050,0.0008231,0.0048183,0.0026303,0.0033026,0.0017216,0.0016109,0.0051880,0.0029608,0.0014205,0.0014496,0.0007522,0.0011790,0.0018700,0.0044970,0.0016314,0.0010656,0.0014877,0.0030642,0.0016301,0.0021713,0.0043896,0.0026121,0.0052654,0.0034117,0.0032956,0.0037603,0.0014639,0.0025572,0.0026650,0.0047393,0.0034820,0.0022522,0.0025938,0.0017168,0.0027849,0.0138149
