"Industry-by-Industry Total Requirements, After Redefinitions - Summary"
"2007, (in producers' prices)" 
"Bureau of Economic Analysis" 
""
"","Industries/Industries","111CA","113FF","211","212","213","22","23","321","327","331","332","333","334","335","3361MV","3364OT","337","339","311FT","313TT","315AL","322","323","324","325","326","42","441","445","452","4A0","481","482","483","484","485","486","487OS","493","511","512","513","514","521CI","523","524","525","HS","ORE","532RL","5411","5415","5412OP","55","561","562","61","621","622","623","624","711AS","713","721","722","81","GFGD","GFGN","GFE","GSLG","GSLE"
"","Industry Description","Farms","Forestry, fishing, and related activities","Oil and gas extraction","Mining, except oil and gas","Support activities for mining","Utilities","Construction","Wood products","Nonmetallic mineral products","Primary metals","Fabricated metal products","Machinery","Computer and electronic products","Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts","Other transportation equipment","Furniture and related products","Miscellaneous manufacturing","Food and beverage and tobacco products","Textile mills and textile product mills","Apparel and leather and allied products","Paper products","Printing and related support activities","Petroleum and coal products","Chemical products","Plastics and rubber products","Wholesale trade","Motor vehicle and parts dealers","Food and beverage stores","General merchandise stores","Other retail","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Publishing industries, except internet (includes software)","Motion picture and sound recording industries","Broadcasting and telecommunications","Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Housing","Other real estate","Rental and leasing services and lessors of intangible assets","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises","Administrative and support services","Waste management and remediation services","Educational services","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries","Accommodation","Food services and drinking places","Other services, except government","Federal general government (defense)","Federal general government (nondefense)","Federal government enterprises","State and local general government","State and local government enterprises"
"111CA","Farms",1.1840632,0.0312586,0.0004123,0.0020770,0.0011721,0.0006284,0.0030289,0.0200646,0.0032106,0.0017690,0.0016894,0.0018537,0.0012825,0.0018861,0.0027367,0.0014201,0.0075015,0.0066631,0.3458406,0.0726622,0.0240508,0.0103338,0.0062699,0.0007489,0.0224476,0.0105127,0.0008704,0.0016876,0.0026586,0.0014430,0.0010757,0.0015487,0.0010185,0.0024269,0.0007497,0.0005722,0.0009211,0.0014976,0.0007152,0.0010755,0.0009592,0.0007326,0.0011571,0.0007942,0.0007445,0.0004081,0.0007188,0.0002394,0.0016898,0.0007342,0.0006095,0.0007225,0.0014523,0.0010327,0.0019283,0.0015468,0.0100385,0.0020764,0.0058146,0.0114232,0.0149175,0.0037145,0.0088028,0.0077858,0.0244256,0.0016546,0.0024236,-0.0020033,0.0032172,0.0091005,0.0011866
"113FF","Forestry, fishing, and related activities",0.0754554,1.1502474,0.0002245,0.0018815,0.0007539,0.0004769,0.0060275,0.1692016,0.0025726,0.0019111,0.0014567,0.0021439,0.0013237,0.0019823,0.0035387,0.0013743,0.0203204,0.0054077,0.0351644,0.0065342,0.0067058,0.0348860,0.0057628,0.0003706,0.0040618,0.0150349,0.0007700,0.0005464,0.0045892,0.0005788,0.0007869,0.0006367,0.0042163,0.0007409,0.0006634,0.0006287,0.0012051,0.0012748,0.0008116,0.0012106,0.0007606,0.0008051,0.0019875,0.0005701,0.0005589,0.0002545,0.0005013,0.0003577,0.0019584,0.0006094,0.0003944,0.0004107,0.0008256,0.0005805,0.0008536,0.0010213,0.0019136,0.0010121,0.0013559,0.0020031,0.0032292,0.0009303,0.0027557,0.0035398,0.0073855,0.0009835,0.0007032,0.0004500,0.0010583,0.0030552,0.0015937
"211","Oil and gas extraction",0.0532622,0.0257900,1.1209536,0.0674965,0.0303661,0.2384925,0.0380164,0.0396031,0.0484551,0.0492062,0.0303174,0.0280379,0.0163169,0.0339014,0.0278638,0.0171005,0.0320722,0.0295488,0.0386099,0.0568564,0.0267740,0.0525428,0.0469521,0.7361404,0.0995614,0.0627734,0.0115513,0.0118942,0.0190896,0.0135164,0.0139951,0.1656316,0.0895414,0.1226650,0.0953780,0.0519389,0.0382197,0.0632650,0.0248088,0.0105666,0.0084408,0.0078328,0.0136043,0.0170168,0.0147891,0.0036791,0.0176578,0.0027942,0.0308675,0.0142164,0.0062917,0.0081707,0.0104596,0.0145418,0.0143255,0.0329249,0.0181884,0.0143415,0.0199772,0.0194096,0.0160349,0.0134738,0.0199918,0.0182396,0.0206313,0.0146420,0.0375904,0.0103912,0.0530031,0.0573757,0.1518763
"212","Mining, except oil and gas",0.0130245,0.0024819,0.0028938,1.0744937,0.0046344,0.0303102,0.0198483,0.0087725,0.1131376,0.1111451,0.0342408,0.0213299,0.0083756,0.0281111,0.0227227,0.0125324,0.0133501,0.0162686,0.0138944,0.0134876,0.0053238,0.0259975,0.0068775,0.0049534,0.0171675,0.0135400,0.0014536,0.0016050,0.0025753,0.0018966,0.0020504,0.0026533,0.0063473,0.0041858,0.0026436,0.0018759,0.0061921,0.0040469,0.0038451,0.0021162,0.0016838,0.0028348,0.0029966,0.0013765,0.0017029,0.0005489,0.0016866,0.0010053,0.0048318,0.0014808,0.0008955,0.0011085,0.0026771,0.0021621,0.0024878,0.0064747,0.0043181,0.0026970,0.0032399,0.0029195,0.0031997,0.0041293,0.0074260,0.0029425,0.0040650,0.0034834,0.0027012,0.0072781,0.0022218,0.0033617,0.0182242
"213","Support activities for mining",0.0018854,0.0008383,0.0337183,0.0215931,1.0152722,0.0077523,0.0016457,0.0014894,0.0036473,0.0036437,0.0018319,0.0014859,0.0007568,0.0017589,0.0015305,0.0009015,0.0013586,0.0013109,0.0014974,0.0020331,0.0009567,0.0021689,0.0016065,0.0222072,0.0033778,0.0022605,0.0003861,0.0004005,0.0006353,0.0004529,0.0004751,0.0050417,0.0028383,0.0038733,0.0029381,0.0016165,0.0013734,0.0019967,0.0008415,0.0003834,0.0002959,0.0003295,0.0004966,0.0005474,0.0004882,0.0001250,0.0005732,0.0001096,0.0010422,0.0004681,0.0002124,0.0002790,0.0003991,0.0004994,0.0004951,0.0012136,0.0006458,0.0004964,0.0006782,0.0006527,0.0005723,0.0004933,0.0007621,0.0006224,0.0007201,0.0005332,0.0012150,0.0004635,0.0016637,0.0018051,0.0049541
"22","Utilities",0.0329037,0.0092694,0.0094944,0.0402511,0.0074944,1.0517676,0.0145189,0.0317639,0.0538203,0.0523081,0.0334283,0.0249527,0.0190340,0.0284092,0.0287148,0.0186790,0.0278347,0.0244638,0.0352808,0.0461719,0.0267202,0.0571555,0.0268561,0.0126043,0.0449815,0.0427462,0.0134962,0.0175938,0.0426471,0.0289769,0.0251846,0.0119738,0.0092404,0.0154759,0.0196288,0.0126912,0.0785026,0.0626434,0.0647722,0.0091352,0.0089601,0.0090526,0.0136282,0.0093025,0.0107474,0.0041362,0.0162974,0.0017390,0.0707726,0.0135033,0.0077303,0.0067161,0.0111878,0.0233689,0.0093878,0.0156854,0.0309383,0.0128567,0.0149556,0.0220316,0.0160326,0.0161374,0.0226213,0.0317493,0.0358698,0.0142106,0.0091222,0.0077282,0.0156068,0.0161779,0.0142329
"23","Construction",0.0169223,0.0037433,0.0063229,0.0246527,0.0168961,0.0216610,1.0052447,0.0093281,0.0130211,0.0131943,0.0093493,0.0078396,0.0063014,0.0081963,0.0079307,0.0055643,0.0086623,0.0076287,0.0114916,0.0105453,0.0088178,0.0121145,0.0093164,0.0178949,0.0104415,0.0104080,0.0056248,0.0069168,0.0107670,0.0085826,0.0107973,0.0076625,0.0181686,0.0099508,0.0093339,0.0084341,0.0735609,0.0099717,0.0153027,0.0044432,0.0057102,0.0076720,0.0057753,0.0152208,0.0110512,0.0036924,0.0106239,0.0444634,0.0692085,0.0066760,0.0060882,0.0042314,0.0080481,0.0081849,0.0052023,0.0070310,0.0115100,0.0077835,0.0062932,0.0129347,0.0115664,0.0110614,0.0123800,0.0090382,0.0116096,0.0117872,0.0129951,0.0079741,0.0182836,0.0165678,0.1510192
"321","Wood products",0.0049292,0.0020186,0.0008167,0.0044667,0.0031793,0.0019948,0.0410579,1.2913274,0.0096682,0.0072932,0.0049026,0.0086776,0.0053149,0.0071757,0.0156210,0.0052989,0.1368866,0.0153259,0.0056389,0.0052566,0.0033874,0.0447867,0.0074074,0.0013671,0.0041365,0.0193271,0.0031204,0.0019586,0.0053698,0.0020474,0.0033064,0.0012462,0.0305428,0.0019545,0.0024645,0.0016872,0.0056513,0.0029455,0.0040730,0.0035138,0.0034539,0.0038250,0.0119066,0.0019555,0.0018437,0.0007517,0.0016428,0.0022460,0.0115316,0.0024838,0.0013248,0.0011841,0.0025860,0.0017952,0.0027604,0.0031131,0.0027149,0.0027542,0.0024904,0.0028357,0.0102695,0.0026025,0.0039288,0.0045915,0.0042322,0.0030866,0.0019291,0.0016707,0.0019699,0.0043369,0.0091574
"327","Nonmetallic mineral products",0.0038111,0.0017266,0.0028848,0.0082394,0.0076480,0.0030267,0.0579147,0.0214879,1.1642474,0.0205723,0.0121772,0.0156559,0.0069378,0.0219086,0.0264218,0.0068390,0.0126491,0.0124011,0.0120079,0.0124330,0.0053579,0.0080828,0.0036605,0.0042354,0.0079119,0.0168804,0.0014957,0.0027337,0.0023192,0.0016857,0.0026483,0.0019882,0.0034295,0.0028558,0.0023610,0.0017057,0.0061760,0.0025164,0.0035812,0.0017108,0.0014698,0.0059803,0.0085310,0.0020127,0.0019452,0.0007079,0.0017883,0.0026812,0.0058372,0.0021433,0.0011009,0.0014784,0.0050031,0.0021974,0.0033921,0.0054885,0.0026613,0.0054121,0.0036991,0.0032786,0.0041302,0.0020053,0.0036196,0.0024527,0.0053885,0.0042626,0.0026819,0.0026305,0.0024149,0.0030139,0.0175113
