"Industry-by-Industry Total Requirements, After Redefinitions - Summary"
"1997, (in producers' prices)" 
"Bureau of Economic Analysis" 
""
"","Industries/Industries","111CA","113FF","211","212","213","22","23","321","327","331","332","333","334","335","3361MV","3364OT","337","339","311FT","313TT","315AL","322","323","324","325","326","42","441","445","452","4A0","481","482","483","484","485","486","487OS","493","511","512","513","514","521CI","523","524","525","HS","ORE","532RL","5411","5415","5412OP","55","561","562","61","621","622","623","624","711AS","713","721","722","81","GFGD","GFGN","GFE","GSLG","GSLE"
"","Industry Description","Farms","Forestry, fishing, and related activities","Oil and gas extraction","Mining, except oil and gas","Support activities for mining","Utilities","Construction","Wood products","Nonmetallic mineral products","Primary metals","Fabricated metal products","Machinery","Computer and electronic products","Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts","Other transportation equipment","Furniture and related products","Miscellaneous manufacturing","Food and beverage and tobacco products","Textile mills and textile product mills","Apparel and leather and allied products","Paper products","Printing and related support activities","Petroleum and coal products","Chemical products","Plastics and rubber products","Wholesale trade","Motor vehicle and parts dealers","Food and beverage stores","General merchandise stores","Other retail","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Publishing industries, except internet (includes software)","Motion picture and sound recording industries","Broadcasting and telecommunications","Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Housing","Other real estate","Rental and leasing services and lessors of intangible assets","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises","Administrative and support services","Waste management and remediation services","Educational services","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries","Accommodation","Food services and drinking places","Other services, except government","Federal general government (defense)","Federal general government (nondefense)","Federal government enterprises","State and local general government","State and local government enterprises"
"111CA","Farms",1.1929300,0.0626726,0.0009597,0.0034546,0.0015261,0.0008232,0.0049074,0.0375856,0.0039136,0.0025277,0.0021779,0.0026814,0.0021794,0.0024674,0.0042912,0.0022094,0.0103948,0.0093449,0.3490750,0.0780452,0.0295116,0.0133187,0.0084627,0.0012265,0.0265574,0.0110908,0.0012517,0.0067767,0.0040254,0.0010356,0.0017491,0.0019437,0.0016025,0.0034576,0.0012411,0.0008557,0.0020774,0.0017187,0.0006295,0.0021510,0.0019172,0.0006809,0.0014445,0.0011671,0.0004053,0.0006266,0.0008979,0.0003140,0.0027368,0.0009209,0.0014456,0.0012640,0.0020099,0.0012414,0.0034706,0.0017332,0.0216754,0.0025403,0.0069317,0.0167166,0.0198752,0.0025667,0.0126294,0.0131986,0.0361884,0.0023944,0.0020721,-0.0134003,0.0051722,0.0153257,0.0015771
"113FF","Forestry, fishing, and related activities",0.0709449,1.2335300,0.0005540,0.0032659,0.0010519,0.0005159,0.0092530,0.1973330,0.0038836,0.0023992,0.0018262,0.0029569,0.0021002,0.0024692,0.0039467,0.0019603,0.0272918,0.0076979,0.0319939,0.0067830,0.0043675,0.0411733,0.0109246,0.0006023,0.0044848,0.0148422,0.0009668,0.0013931,0.0044823,0.0006458,0.0009530,0.0008766,0.0037431,0.0010818,0.0008841,0.0008233,0.0014503,0.0012721,0.0005402,0.0028512,0.0022244,0.0009660,0.0024454,0.0008163,0.0005336,0.0003635,0.0006683,0.0002193,0.0020117,0.0006372,0.0008403,0.0006233,0.0009038,0.0006845,0.0010445,0.0009183,0.0029135,0.0012065,0.0016849,0.0027231,0.0040198,0.0009793,0.0035980,0.0043882,0.0087777,0.0011242,0.0008285,0.0001066,0.0015752,0.0041724,0.0018676
"211","Oil and gas extraction",0.0217644,0.0160448,1.1395000,0.0360112,0.0161619,0.1288490,0.0223293,0.0162045,0.0187175,0.0253714,0.0135570,0.0138281,0.0093248,0.0167406,0.0120050,0.0091809,0.0128698,0.0131773,0.0162029,0.0223212,0.0143778,0.0181441,0.0272979,0.6725590,0.0437005,0.0241768,0.0051554,0.0099772,0.0087870,0.0063672,0.0068288,0.0655391,0.0573441,0.0295061,0.0368676,0.0377490,0.0368942,0.0300399,0.0062639,0.0070746,0.0076735,0.0040480,0.0056489,0.0080789,0.0054684,0.0020877,0.0104809,0.0011749,0.0179399,0.0050033,0.0048855,0.0048983,0.0048292,0.0066955,0.0113938,0.0295537,0.0075796,0.0070457,0.0098117,0.0094355,0.0077493,0.0067394,0.0095829,0.0106717,0.0118108,0.0052490,0.0170176,0.0042238,0.0113180,0.0239867,0.0947490
"212","Mining, except oil and gas",0.0111879,0.0030603,0.0042301,1.0750800,0.0035598,0.0334200,0.0183543,0.0062773,0.0783003,0.0883260,0.0228709,0.0152328,0.0075423,0.0196624,0.0167307,0.0103100,0.0100363,0.0099852,0.0105663,0.0116374,0.0056730,0.0178753,0.0078499,0.0059753,0.0179751,0.0110836,0.0012233,0.0023665,0.0022492,0.0016854,0.0017893,0.0022610,0.0057218,0.0059190,0.0019994,0.0014596,0.0083559,0.0018041,0.0019646,0.0028868,0.0028827,0.0020879,0.0022300,0.0013256,0.0011164,0.0005153,0.0018045,0.0003990,0.0048575,0.0010655,0.0013201,0.0010781,0.0016351,0.0017854,0.0017592,0.0029483,0.0031079,0.0026028,0.0035000,0.0030856,0.0028299,0.0037666,0.0054509,0.0031309,0.0043184,0.0021203,0.0022748,0.0062713,0.0015826,0.0034052,0.0222451
"213","Support activities for mining",0.0006605,0.0004149,0.0264902,0.0152168,1.0083300,0.0034531,0.0007745,0.0004642,0.0015221,0.0018162,0.0006348,0.0005349,0.0003226,0.0006635,0.0005135,0.0003583,0.0004393,0.0004455,0.0005237,0.0006797,0.0004129,0.0006699,0.0007431,0.0156835,0.0012635,0.0007155,0.0001370,0.0002652,0.0002354,0.0001717,0.0001838,0.0015519,0.0014102,0.0007681,0.0008833,0.0008962,0.0009731,0.0007221,0.0001728,0.0002051,0.0002190,0.0001237,0.0001627,0.0002063,0.0001428,0.0000559,0.0002688,0.0000329,0.0004841,0.0001312,0.0001320,0.0001293,0.0001409,0.0001828,0.0002893,0.0007270,0.0002193,0.0001999,0.0002764,0.0002620,0.0002195,0.0002092,0.0002985,0.0002915,0.0003347,0.0001516,0.0004270,0.0001853,0.0002848,0.0006040,0.0025074
"22","Utilities",0.0288434,0.0113114,0.0215368,0.0440287,0.0063311,1.0484200,0.0147536,0.0256259,0.0375703,0.0440471,0.0270695,0.0215875,0.0195451,0.0210427,0.0219491,0.0173330,0.0217492,0.0194013,0.0265492,0.0338076,0.0288671,0.0360648,0.0241351,0.0275115,0.0361296,0.0337136,0.0106409,0.0280200,0.0371054,0.0279321,0.0230543,0.0085320,0.0102808,0.0832663,0.0097994,0.0090385,0.1614590,0.0116015,0.0282524,0.0108058,0.0177522,0.0093131,0.0103887,0.0091348,0.0081805,0.0042024,0.0245039,0.0022519,0.0787536,0.0098553,0.0109967,0.0078122,0.0090822,0.0191114,0.0117649,0.0204622,0.0247372,0.0117848,0.0135224,0.0210104,0.0150048,0.0139443,0.0217694,0.0324170,0.0371614,0.0098399,0.0070661,0.0059089,0.0133404,0.0142306,0.0177020
"23","Construction",0.0131254,0.0050946,0.0076595,0.0345004,0.0138391,0.0101668,1.0059500,0.0135195,0.0162077,0.0181775,0.0123351,0.0105766,0.0104637,0.0094737,0.0095508,0.0083265,0.0098392,0.0099850,0.0121548,0.0129345,0.0111083,0.0152736,0.0113364,0.0069556,0.0135721,0.0139731,0.0045410,0.0111246,0.0081231,0.0075305,0.0084165,0.0057817,0.0160942,0.0108575,0.0069133,0.0052527,0.0208925,0.0068356,0.0069898,0.0051680,0.0075054,0.0097607,0.0040903,0.0210868,0.0062375,0.0026474,0.0113160,0.0123234,0.0421769,0.0051786,0.0066184,0.0035544,0.0052609,0.0058963,0.0047931,0.0048288,0.0065976,0.0058883,0.0059660,0.0096180,0.0096647,0.0080103,0.0113977,0.0105207,0.0110701,0.0100491,0.0234608,0.0178398,0.0108694,0.0158517,0.1101900
"321","Wood products",0.0051602,0.0027226,0.0018425,0.0081477,0.0042526,0.0016700,0.0569202,1.3406800,0.0155498,0.0084473,0.0063545,0.0114407,0.0081317,0.0086201,0.0160789,0.0068251,0.1710300,0.0277101,0.0072933,0.0061705,0.0047920,0.0646204,0.0168242,0.0017232,0.0053876,0.0207826,0.0033731,0.0040823,0.0055008,0.0023113,0.0033191,0.0015639,0.0229480,0.0027188,0.0028037,0.0019711,0.0046205,0.0027673,0.0020223,0.0085486,0.0108830,0.0041429,0.0130537,0.0026303,0.0014260,0.0008471,0.0018997,0.0009464,0.0096113,0.0023156,0.0022219,0.0014164,0.0020449,0.0017380,0.0022056,0.0022959,0.0025368,0.0031030,0.0032430,0.0033920,0.0119240,0.0025266,0.0045584,0.0046227,0.0052256,0.0030856,0.0027027,0.0026415,0.0035260,0.0047464,0.0093717
"327","Nonmetallic mineral products",0.0042898,0.0028040,0.0068643,0.0116197,0.0078562,0.0026630,0.0607571,0.0214396,1.1776800,0.0212247,0.0123963,0.0172493,0.0107962,0.0369974,0.0272072,0.0085304,0.0160713,0.0152363,0.0143853,0.0210873,0.0085629,0.0079188,0.0053894,0.0058630,0.0088084,0.0159832,0.0015710,0.0041946,0.0021530,0.0015563,0.0023683,0.0021792,0.0041797,0.0032757,0.0023962,0.0015521,0.0040714,0.0019213,0.0022529,0.0024928,0.0022547,0.0051424,0.0067174,0.0024486,0.0014632,0.0006605,0.0019049,0.0008971,0.0042979,0.0016597,0.0014781,0.0016038,0.0033255,0.0027084,0.0029072,0.0047764,0.0028612,0.0083432,0.0053021,0.0051230,0.0047388,0.0020173,0.0036977,0.0038904,0.0066221,0.0037114,0.0031361,0.0037994,0.0019269,0.0035533,0.0148238
