"Industry-by-Industry Total Requirements, After Redefinitions - Summary"
"2008, (in producers' prices)" 
"Bureau of Economic Analysis" 
""
"","Industries/Industries","111CA","113FF","211","212","213","22","23","321","327","331","332","333","334","335","3361MV","3364OT","337","339","311FT","313TT","315AL","322","323","324","325","326","42","441","445","452","4A0","481","482","483","484","485","486","487OS","493","511","512","513","514","521CI","523","524","525","HS","ORE","532RL","5411","5415","5412OP","55","561","562","61","621","622","623","624","711AS","713","721","722","81","GFGD","GFGN","GFE","GSLG","GSLE"
"","Industry Description","Farms","Forestry, fishing, and related activities","Oil and gas extraction","Mining, except oil and gas","Support activities for mining","Utilities","Construction","Wood products","Nonmetallic mineral products","Primary metals","Fabricated metal products","Machinery","Computer and electronic products","Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts","Other transportation equipment","Furniture and related products","Miscellaneous manufacturing","Food and beverage and tobacco products","Textile mills and textile product mills","Apparel and leather and allied products","Paper products","Printing and related support activities","Petroleum and coal products","Chemical products","Plastics and rubber products","Wholesale trade","Motor vehicle and parts dealers","Food and beverage stores","General merchandise stores","Other retail","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Publishing industries, except internet (includes software)","Motion picture and sound recording industries","Broadcasting and telecommunications","Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Housing","Other real estate","Rental and leasing services and lessors of intangible assets","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises","Administrative and support services","Waste management and remediation services","Educational services","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries","Accommodation","Food services and drinking places","Other services, except government","Federal general government (defense)","Federal general government (nondefense)","Federal government enterprises","State and local general government","State and local government enterprises"
"111CA","Farms",1.1676690,0.0360461,0.0005365,0.0025245,0.0013419,0.0007366,0.0034075,0.0206013,0.0033918,0.0019461,0.0018330,0.0019629,0.0013111,0.0018458,0.0031021,0.0014772,0.0063156,0.0075507,0.3474931,0.0478441,0.0196979,0.0112605,0.0075336,0.0006458,0.0239992,0.0113655,0.0009832,0.0017483,0.0032715,0.0011728,0.0012402,0.0018328,0.0009798,0.0021914,0.0008178,0.0006222,0.0009736,0.0014677,0.0007733,0.0011720,0.0007590,0.0007110,0.0010779,0.0008916,0.0012603,0.0007086,0.0011438,0.0002076,0.0017666,0.0007466,0.0004458,0.0007913,0.0015263,0.0010115,0.0022508,0.0015611,0.0105602,0.0020195,0.0052318,0.0104966,0.0144251,0.0035473,0.0091770,0.0080056,0.0251963,0.0017758,0.0024373,-0.0017070,0.0029323,0.0090966,0.0013112
"113FF","Forestry, fishing, and related activities",0.0745437,1.1430035,0.0002579,0.0019465,0.0007890,0.0004601,0.0053558,0.1579900,0.0025423,0.0018055,0.0014114,0.0020703,0.0011991,0.0017208,0.0035147,0.0013623,0.0173556,0.0057316,0.0349935,0.0049333,0.0068387,0.0323972,0.0057575,0.0003044,0.0042498,0.0171373,0.0007729,0.0004934,0.0046403,0.0005035,0.0007212,0.0006904,0.0034256,0.0006941,0.0006760,0.0006577,0.0010763,0.0012327,0.0007887,0.0011152,0.0005122,0.0006422,0.0015697,0.0005531,0.0007697,0.0004096,0.0006568,0.0002627,0.0017444,0.0005578,0.0002608,0.0004058,0.0007162,0.0005251,0.0008137,0.0009374,0.0018589,0.0009400,0.0011923,0.0017738,0.0030605,0.0008096,0.0028276,0.0037939,0.0075834,0.0010110,0.0006779,0.0003377,0.0010049,0.0028631,0.0014764
"211","Oil and gas extraction",0.0769815,0.0428540,1.1882727,0.1032620,0.0418142,0.3180920,0.0565124,0.0633953,0.0741388,0.0739413,0.0474092,0.0438978,0.0236106,0.0467290,0.0460786,0.0270671,0.0488148,0.0455509,0.0586896,0.0884943,0.0391390,0.0862322,0.0792388,0.8722036,0.1599574,0.1028284,0.0166764,0.0151433,0.0283426,0.0194518,0.0196795,0.2221186,0.1163415,0.1506453,0.1164813,0.0545235,0.0481925,0.0745765,0.0398038,0.0155939,0.0094465,0.0106568,0.0166242,0.0226028,0.0295900,0.0088221,0.0363958,0.0034271,0.0445716,0.0190144,0.0063460,0.0112629,0.0140693,0.0210329,0.0211548,0.0534995,0.0251767,0.0202672,0.0300205,0.0282375,0.0245127,0.0177166,0.0284587,0.0308692,0.0310618,0.0232087,0.0565659,0.0127055,0.0800285,0.0747415,0.2010832
"212","Mining, except oil and gas",0.0148328,0.0034717,0.0035821,1.0867725,0.0052578,0.0300927,0.0215115,0.0100294,0.1166003,0.1218819,0.0404882,0.0253999,0.0088467,0.0293746,0.0279396,0.0158728,0.0158523,0.0199730,0.0165670,0.0161963,0.0061036,0.0322726,0.0085720,0.0042144,0.0203597,0.0163910,0.0017099,0.0016467,0.0029875,0.0020999,0.0022604,0.0028435,0.0064425,0.0050611,0.0030318,0.0020871,0.0062879,0.0043208,0.0047316,0.0024716,0.0014092,0.0028474,0.0030708,0.0015513,0.0025813,0.0010763,0.0026162,0.0009470,0.0054974,0.0016624,0.0007144,0.0013042,0.0027181,0.0023582,0.0027039,0.0071901,0.0046835,0.0029207,0.0037386,0.0033451,0.0039897,0.0039038,0.0076521,0.0037245,0.0047276,0.0043611,0.0031451,0.0065162,0.0027811,0.0039634,0.0199013
"213","Support activities for mining",0.0023076,0.0011916,0.0307294,0.0223745,1.0145267,0.0087875,0.0020208,0.0019647,0.0041670,0.0042681,0.0022949,0.0018743,0.0008961,0.0019800,0.0020235,0.0011688,0.0017127,0.0016829,0.0019073,0.0026589,0.0011778,0.0029437,0.0022780,0.0225894,0.0045714,0.0030887,0.0004755,0.0004345,0.0008016,0.0005525,0.0005665,0.0058022,0.0031515,0.0041229,0.0030897,0.0014680,0.0014663,0.0020286,0.0011424,0.0004780,0.0002795,0.0003729,0.0005180,0.0006239,0.0008311,0.0002556,0.0010049,0.0001131,0.0012800,0.0005362,0.0001822,0.0003308,0.0004485,0.0006088,0.0006157,0.0016219,0.0007558,0.0005927,0.0008620,0.0008062,0.0007436,0.0005410,0.0008994,0.0008876,0.0009160,0.0007126,0.0015604,0.0004643,0.0021525,0.0020222,0.0056169
"22","Utilities",0.0400460,0.0127562,0.0129115,0.0519947,0.0093396,1.0611474,0.0188471,0.0433688,0.0696822,0.0622051,0.0431157,0.0317891,0.0227070,0.0328948,0.0396740,0.0241633,0.0362899,0.0310396,0.0468704,0.0604705,0.0312564,0.0772413,0.0351013,0.0129838,0.0522910,0.0546508,0.0164441,0.0189557,0.0518224,0.0345765,0.0294981,0.0147667,0.0106049,0.0177024,0.0230944,0.0139434,0.0701893,0.0584027,0.0832772,0.0116095,0.0087827,0.0106276,0.0150130,0.0117807,0.0190570,0.0092277,0.0313962,0.0017372,0.0804243,0.0157827,0.0064954,0.0079601,0.0117995,0.0277694,0.0114943,0.0187733,0.0337293,0.0148801,0.0196795,0.0276291,0.0215302,0.0184883,0.0288155,0.0448302,0.0444212,0.0195278,0.0113554,0.0088061,0.0200522,0.0189648,0.0169770
"23","Construction",0.0182352,0.0043434,0.0104088,0.0269421,0.0230755,0.0230500,1.0056824,0.0098149,0.0132464,0.0138741,0.0100455,0.0081685,0.0058978,0.0077486,0.0087854,0.0058127,0.0092742,0.0080224,0.0123761,0.0105903,0.0083848,0.0129315,0.0096899,0.0151874,0.0105498,0.0111270,0.0059842,0.0064452,0.0112550,0.0087534,0.0109204,0.0082050,0.0207161,0.0100875,0.0101467,0.0085044,0.0818075,0.0102711,0.0174440,0.0046371,0.0045773,0.0075268,0.0054627,0.0147280,0.0168422,0.0077592,0.0155490,0.0390938,0.0772265,0.0067629,0.0044979,0.0040607,0.0072420,0.0082422,0.0053624,0.0073584,0.0116548,0.0076626,0.0068063,0.0135910,0.0133210,0.0107905,0.0128073,0.0110030,0.0122408,0.0140956,0.0137875,0.0076912,0.0196854,0.0171865,0.1501255
"321","Wood products",0.0044642,0.0020927,0.0009033,0.0042085,0.0031732,0.0017819,0.0367438,1.2554226,0.0095795,0.0063998,0.0043763,0.0077222,0.0044152,0.0057625,0.0140831,0.0047596,0.1176913,0.0129627,0.0052728,0.0047186,0.0028871,0.0429562,0.0069471,0.0010852,0.0034435,0.0153123,0.0030305,0.0016249,0.0049497,0.0017412,0.0028263,0.0011859,0.0254846,0.0017724,0.0024145,0.0015566,0.0049566,0.0026408,0.0036655,0.0029663,0.0020346,0.0026801,0.0094415,0.0016895,0.0022539,0.0011464,0.0019012,0.0016491,0.0101965,0.0020859,0.0007965,0.0009881,0.0018853,0.0014499,0.0023297,0.0025207,0.0022303,0.0021805,0.0019878,0.0022835,0.0095423,0.0020088,0.0032470,0.0040930,0.0036166,0.0028345,0.0017087,0.0013091,0.0022988,0.0035767,0.0083079
"327","Nonmetallic mineral products",0.0040042,0.0019810,0.0034125,0.0085882,0.0082774,0.0029998,0.0527803,0.0194643,1.1496906,0.0215872,0.0129148,0.0162951,0.0065044,0.0217898,0.0282969,0.0073919,0.0132008,0.0125248,0.0116382,0.0129303,0.0052848,0.0082295,0.0036316,0.0036062,0.0076696,0.0156429,0.0014404,0.0024206,0.0021700,0.0015239,0.0023293,0.0019699,0.0032408,0.0029026,0.0024243,0.0015912,0.0059817,0.0023831,0.0037239,0.0016572,0.0010614,0.0049061,0.0066597,0.0018576,0.0026250,0.0011621,0.0022915,0.0021350,0.0056994,0.0019516,0.0007111,0.0014330,0.0040899,0.0019422,0.0031272,0.0051640,0.0024174,0.0044448,0.0032689,0.0041409,0.0041870,0.0017004,0.0032007,0.0024809,0.0049985,0.0044077,0.0026497,0.0021634,0.0025065,0.0028449,0.0148429
