"Industry-by-Industry Total Requirements, After Redefinitions - Summary"
"2015, (in producers' prices)" 
"Bureau of Economic Analysis" 
""
"","Industries/Industries","111CA","113FF","211","212","213","22","23","321","327","331","332","333","334","335","3361MV","3364OT","337","339","311FT","313TT","315AL","322","323","324","325","326","42","441","445","452","4A0","481","482","483","484","485","486","487OS","493","511","512","513","514","521CI","523","524","525","HS","ORE","532RL","5411","5415","5412OP","55","561","562","61","621","622","623","624","711AS","713","721","722","81","GFGD","GFGN","GFE","GSLG","GSLE"
"331","Primary metals",0.0122835,0.0061149,0.0392797,0.0332361,0.0224985,0.0091510,0.0350350,0.0305647,0.0287363,1.4326376,0.3180010,0.1721640,0.0247650,0.1997598,0.1916262,0.0894069,0.0920783,0.0974282,0.0262080,0.0236147,0.0096253,0.0307749,0.0165929,0.0246717,0.0154451,0.0351570,0.0045744,0.0057905,0.0051251,0.0038895,0.0053286,0.0069943,0.0280081,0.0188938,0.0110085,0.0053398,0.0076947,0.0155272,0.0133056,0.0046140,0.0024686,0.0106382,0.0074769,0.0021807,0.0037854,0.0012908,0.0038272,0.0017113,0.0098340,0.0056609,0.0021791,0.0035132,0.0057917,0.0038383,0.0068853,0.0264981,0.0063788,0.0049102,0.0066484,0.0055832,0.0104978,0.0026576,0.0074704,0.0054049,0.0063280,0.0128600,0.0117365,0.0037296,0.0115819,0.0066131,0.0186167
"332","Fabricated metal products",0.0175723,0.0080142,0.0316876,0.0345317,0.0245388,0.0111770,0.0695733,0.0503554,0.0430978,0.0688135,1.1470219,0.1152462,0.0211532,0.0940507,0.1366212,0.0795647,0.0719163,0.0614168,0.0357457,0.0324541,0.0176412,0.0604686,0.0336641,0.0217047,0.0323663,0.0604740,0.0061728,0.0080613,0.0068834,0.0051354,0.0077394,0.0070328,0.0156625,0.0426690,0.0131785,0.0074622,0.0219724,0.0179939,0.0163195,0.0093588,0.0032191,0.0222214,0.0116204,0.0031814,0.0054939,0.0017739,0.0055332,0.0031224,0.0123951,0.0083726,0.0031145,0.0059197,0.0076159,0.0057657,0.0088107,0.0372310,0.0074034,0.0057724,0.0078908,0.0068859,0.0156085,0.0033568,0.0089564,0.0095682,0.0102005,0.0146453,0.0173067,0.0057583,0.0170381,0.0092144,0.0291461
"333","Machinery",0.0170617,0.0101377,0.0290393,0.0630647,0.0555810,0.0081272,0.0280023,0.0158958,0.0114297,0.0225213,0.0237472,1.1181334,0.0033224,0.0216417,0.0736764,0.0303973,0.0093913,0.0197335,0.0142250,0.0084148,0.0044097,0.0164583,0.0203360,0.0181610,0.0144376,0.0179483,0.0035243,0.0046554,0.0038382,0.0031390,0.0039803,0.0054150,0.0085834,0.0079315,0.0077446,0.0053601,0.0035909,0.0206138,0.0115050,0.0028676,0.0018627,0.0065711,0.0054043,0.0015011,0.0026424,0.0010670,0.0027053,0.0012534,0.0050621,0.0088588,0.0015303,0.0035077,0.0037527,0.0030320,0.0058481,0.0395582,0.0069720,0.0029368,0.0039406,0.0036875,0.0044072,0.0019862,0.0035830,0.0030763,0.0040059,0.0125429,0.0055117,0.0017483,0.0068840,0.0057828,0.0143801
"334","Computer and electronic products",0.0061275,0.0030906,0.0055328,0.0091973,0.0094917,0.0036158,0.0118608,0.0195267,0.0166138,0.0207716,0.0266348,0.0430614,1.0978214,0.0492216,0.0666501,0.0876258,0.0265243,0.0295654,0.0103351,0.0235209,0.0104164,0.0139684,0.0255438,0.0047495,0.0170081,0.0226832,0.0077262,0.0075012,0.0050442,0.0054027,0.0052847,0.0031499,0.0070688,0.0089766,0.0058360,0.0031454,0.0018797,0.0064556,0.0080398,0.0157753,0.0081831,0.0298911,0.0205090,0.0031893,0.0074453,0.0016104,0.0109360,0.0008742,0.0054700,0.0048901,0.0069846,0.0144016,0.0083103,0.0168392,0.0090586,0.0152463,0.0057236,0.0115042,0.0056053,0.0047954,0.0062777,0.0026463,0.0041740,0.0049638,0.0048820,0.0164691,0.0387571,0.0082419,0.0047913,0.0049324,0.0111864
"335","Electrical equipment, appliances, and components",0.0070666,0.0052577,0.0040191,0.0069218,0.0077025,0.0024150,0.0287170,0.0183902,0.0046211,0.0187597,0.0155484,0.0504630,0.0085306,1.0752505,0.0261957,0.0177874,0.0073972,0.0138666,0.0056406,0.0050085,0.0023813,0.0079892,0.0049834,0.0032844,0.0050314,0.0114632,0.0018287,0.0030534,0.0022284,0.0030298,0.0024023,0.0015678,0.0049723,0.0037863,0.0024907,0.0029457,0.0016055,0.0032561,0.0075503,0.0014841,0.0010971,0.0085491,0.0035939,0.0013021,0.0021157,0.0007064,0.0020708,0.0012496,0.0050305,0.0023725,0.0011644,0.0038910,0.0043725,0.0019077,0.0042773,0.0118208,0.0038643,0.0015910,0.0024703,0.0046427,0.0043329,0.0015052,0.0033686,0.0035071,0.0026954,0.0054329,0.0043385,0.0040169,0.0029780,0.0029112,0.0127952
"3361MV","Motor vehicles, bodies and trailers, and parts",0.0100946,0.0066906,0.0085583,0.0266706,0.0118604,0.0052280,0.0093991,0.0205711,0.0147390,0.0291718,0.0168947,0.0741510,0.0041225,0.0137414,1.5087162,0.0318788,0.0157673,0.0136419,0.0126703,0.0095420,0.0048623,0.0198218,0.0101465,0.0066237,0.0089091,0.0115834,0.0078824,0.0129477,0.0113823,0.0056578,0.0093665,0.0030167,0.0053889,0.0078494,0.0248938,0.0092192,0.0020322,0.0099166,0.0447967,0.0046318,0.0026201,0.0066676,0.0045895,0.0018789,0.0033446,0.0011145,0.0031969,0.0005816,0.0044331,0.0079310,0.0017628,0.0018852,0.0050024,0.0042908,0.0143639,0.0302655,0.0049073,0.0030365,0.0051223,0.0039164,0.0137092,0.0030778,0.0040470,0.0039519,0.0048587,0.0318566,0.0141084,0.0014284,0.0292030,0.0075025,0.0087152
"3364OT","Other transportation equipment",0.0007319,0.0007085,0.0005795,0.0023256,0.0008315,0.0009074,0.0008446,0.0017704,0.0014709,0.0030719,0.0016032,0.0025962,0.0007647,0.0013719,0.0030481,1.3019642,0.0010748,0.0009568,0.0009483,0.0008151,0.0004175,0.0014472,0.0007746,0.0006241,0.0008581,0.0010859,0.0004395,0.0003231,0.0002872,0.0002337,0.0003273,0.0059580,0.0258719,0.0443131,0.0015932,0.0005077,0.0002234,0.0092657,0.0005391,0.0003156,0.0002397,0.0004670,0.0004516,0.0001596,0.0004240,0.0000849,0.0004015,0.0000506,0.0003897,0.0003017,0.0001842,0.0002266,0.0004420,0.0002734,0.0003949,0.0012358,0.0003278,0.0002575,0.0002760,0.0002733,0.0004326,0.0001744,0.0005451,0.0002651,0.0003025,0.0008962,0.0616121,0.0017494,0.0009246,0.0002917,0.0014805
"337","Furniture and related products",0.0004818,0.0001907,0.0003771,0.0008902,0.0005980,0.0005167,0.0126702,0.0093280,0.0007088,0.0006051,0.0005266,0.0019689,0.0003888,0.0005374,0.0010788,0.0022280,1.0557654,0.0032469,0.0005100,0.0013147,0.0009042,0.0011270,0.0005010,0.0004618,0.0004529,0.0028790,0.0006366,0.0014292,0.0004368,0.0003608,0.0016189,0.0002493,0.0008861,0.0014724,0.0005788,0.0002799,0.0004430,0.0006951,0.0006698,0.0002407,0.0002483,0.0006445,0.0018037,0.0002714,0.0007132,0.0001464,0.0006054,0.0020290,0.0012278,0.0003034,0.0002773,0.0001256,0.0004414,0.0002767,0.0002963,0.0003892,0.0003118,0.0005750,0.0004909,0.0004218,0.0009921,0.0009390,0.0016965,0.0005153,0.0007801,0.0006467,0.0004470,0.0001835,0.0177069,0.0004375,0.0023298
"339","Miscellaneous manufacturing",0.0015793,0.0006428,0.0008579,0.0019893,0.0014382,0.0006433,0.0020246,0.0017422,0.0027382,0.0019110,0.0016054,0.0090175,0.0005255,0.0072315,0.0065218,0.0018690,0.0021557,1.0542519,0.0012834,0.0049193,0.0098032,0.0016360,0.0015527,0.0007010,0.0022322,0.0025575,0.0011518,0.0017635,0.0012305,0.0008017,0.0017315,0.0005598,0.0007726,0.0011622,0.0009703,0.0008026,0.0003324,0.0021508,0.0033738,0.0007539,0.0006056,0.0011633,0.0014036,0.0007080,0.0009940,0.0003269,0.0009213,0.0001639,0.0015211,0.0009133,0.0006237,0.0006015,0.0019150,0.0007564,0.0026668,0.0062752,0.0021172,0.0191163,0.0254818,0.0055325,0.0079387,0.0010479,0.0037452,0.0009050,0.0014242,0.0027327,0.0010399,0.0007892,0.0007902,0.0042087,0.0015647
"311FT","Food and beverage and tobacco products",0.1239086,0.0154501,0.0014479,0.0026839,0.0023751,0.0018721,0.0020705,0.0071823,0.0055283,0.0039834,0.0027042,0.0023263,0.0006700,0.0020988,0.0032767,0.0014746,0.0039636,0.0037677,1.2788335,0.0116900,0.0657623,0.0166277,0.0153824,0.0019259,0.0162703,0.0089318,0.0027834,0.0021113,0.0045110,0.0024818,0.0021494,0.0059110,0.0014361,0.0118476,0.0020228,0.0013192,0.0005285,0.0031844,0.0020813,0.0019053,0.0019324,0.0019735,0.0028684,0.0019204,0.0030204,0.0010296,0.0032474,0.0003370,0.0042680,0.0018206,0.0019528,0.0014495,0.0062942,0.0022947,0.0032534,0.0027886,0.0297835,0.0034957,0.0168131,0.0422086,0.0580919,0.0064688,0.0363555,0.0335480,0.0836151,0.0061505,0.0069806,0.0009334,0.0111202,0.0354771,0.0018761
"313TT","Textile mills and textile product mills",0.0026300,0.0030776,0.0007711,0.0018909,0.0011510,0.0006113,0.0038653,0.0109874,0.0062656,0.0018524,0.0015709,0.0055282,0.0004484,0.0016655,0.0145409,0.0059459,0.0559561,0.0209617,0.0030088,1.2033446,0.1418431,0.0256215,0.0116965,0.0008757,0.0037129,0.0183880,0.0019460,0.0013586,0.0016090,0.0137328,0.0035125,0.0005900,0.0009570,0.0048810,0.0011671,0.0008276,0.0003669,0.0020502,0.0013381,0.0008748,0.0015143,0.0011873,0.0009552,0.0003867,0.0007015,0.0002286,0.0006529,0.0002839,0.0012215,0.0014776,0.0004054,0.0003220,0.0008449,0.0005195,0.0011141,0.0026905,0.0009022,0.0012920,0.0024450,0.0112263,0.0075628,0.0006248,0.0031293,0.0098867,0.0013441,0.0029563,0.0025757,0.0010201,0.0018698,0.0024119,0.0014454
"315AL","Apparel and leather and allied products",0.0004632,0.0002433,0.0002078,0.0004069,0.0003207,0.0002118,0.0003704,0.0005674,0.0004190,0.0005830,0.0003685,0.0006606,0.0001058,0.0003002,0.0064351,0.0004079,0.0013263,0.0012051,0.0004327,0.0205252,1.1480505,0.0008683,0.0252987,0.0002048,0.0003902,0.0006582,0.0009399,0.0017040,0.0003732,0.0019088,0.0011846,0.0001952,0.0002544,0.0004416,0.0005175,0.0002796,0.0001111,0.0004217,0.0004510,0.0007610,0.0006395,0.0034417,0.0006283,0.0002206,0.0004127,0.0001641,0.0003864,0.0000393,0.0003513,0.0010999,0.0002393,0.0001530,0.0003315,0.0003398,0.0007306,0.0017426,0.0008065,0.0004838,0.0006933,0.0004423,0.0073625,0.0014841,0.0006293,0.0006051,0.0005724,0.0031449,0.0005349,0.0002604,0.0009977,0.0027996,0.0004824
"322","Paper products",0.0103511,0.0032920,0.0035100,0.0093549,0.0050912,0.0033802,0.0081466,0.0166619,0.0237296,0.0222910,0.0183218,0.0163121,0.0041748,0.0180732,0.0194335,0.0094181,0.0312711,0.0295254,0.0489688,0.0241610,0.0113019,1.3056199,0.1211365,0.0034633,0.0237880,0.0416666,0.0067050,0.0035708,0.0081330,0.0038892,0.0054958,0.0041091,0.0044550,0.0067769,0.0058206,0.0211852,0.0021151,0.0240831,0.0090317,0.0122764,0.0034454,0.0042179,0.0054502,0.0032574,0.0056335,0.0014808,0.0047127,0.0006232,0.0052111,0.0055434,0.0036612,0.0023852,0.0053542,0.0039721,0.0074507,0.0078386,0.0046888,0.0049778,0.0097517,0.0130998,0.0110375,0.0030776,0.0048920,0.0135438,0.0093880,0.0056771,0.0032397,0.0053172,0.0041855,0.0117652,0.0046622
"323","Printing and related support activities",0.0022227,0.0012726,0.0014940,0.0026213,0.0025231,0.0016560,0.0022115,0.0029259,0.0021826,0.0034656,0.0024226,0.0024290,0.0007950,0.0019334,0.0029986,0.0016600,0.0035140,0.0030425,0.0028322,0.0055307,0.0067952,0.0046437,1.0215168,0.0013769,0.0041215,0.0032910,0.0066639,0.0030234,0.0026927,0.0025291,0.0062929,0.0014150,0.0020779,0.0031644,0.0028756,0.0023464,0.0007080,0.0044204,0.0019680,0.0240076,0.0074264,0.0035324,0.0136316,0.0027083,0.0066538,0.0030507,0.0053927,0.0003118,0.0029282,0.0027086,0.0036550,0.0017170,0.0051893,0.0038533,0.0052568,0.0021678,0.0050137,0.0032385,0.0046139,0.0026384,0.0090076,0.0070190,0.0029384,0.0049823,0.0027749,0.0040581,0.0029914,0.0033081,0.0023039,0.0067031,0.0037927
"324","Petroleum and coal products",0.0299059,0.0166115,0.0195769,0.0564605,0.0265825,0.0403702,0.0352289,0.0270293,0.0235794,0.0319016,0.0163670,0.0161230,0.0031734,0.0212499,0.0153827,0.0081147,0.0189460,0.0168878,0.0229805,0.0242090,0.0091760,0.0253671,0.0316006,1.0493874,0.0373192,0.0294352,0.0071977,0.0085127,0.0083533,0.0058143,0.0071763,0.1397828,0.0634284,0.0838355,0.0973560,0.0344432,0.0040197,0.0494046,0.0127219,0.0051390,0.0038856,0.0049815,0.0068705,0.0077586,0.0144510,0.0020891,0.0155360,0.0019713,0.0154089,0.0081738,0.0036807,0.0033117,0.0054437,0.0057498,0.0096021,0.0234077,0.0075751,0.0064772,0.0124965,0.0096124,0.0096339,0.0050695,0.0097402,0.0091666,0.0091677,0.0084847,0.0185098,0.0037280,0.0318743,0.0356526,0.0515366
"325","Chemical products",0.1148052,0.0693053,0.0391176,0.0713513,0.0324648,0.0183705,0.0328071,0.0710058,0.0753917,0.0364145,0.0547330,0.0459071,0.0150394,0.0490962,0.0740813,0.0280970,0.0955460,0.0975639,0.0706818,0.3561307,0.0638656,0.1548605,0.1291939,0.0391720,1.4045983,0.4013260,0.0107058,0.0101881,0.0120161,0.0111291,0.0123367,0.0103143,0.0143724,0.0152624,0.0136017,0.0078919,0.0045333,0.0202528,0.0215290,0.0118934,0.0068994,0.0114893,0.0123311,0.0047058,0.0085232,0.0032083,0.0079055,0.0019970,0.0264914,0.0097674,0.0057157,0.0046404,0.0160315,0.0105460,0.0170728,0.0259129,0.0120077,0.0531861,0.0577705,0.0303651,0.0200910,0.0073442,0.0150306,0.0126183,0.0163237,0.0178491,0.0120245,0.0088886,0.0119376,0.0300917,0.0283028
"326","Plastics and rubber products",0.0132527,0.0062273,0.0049450,0.0234430,0.0143935,0.0040303,0.0252256,0.0188242,0.0221933,0.0154601,0.0166747,0.0339642,0.0062847,0.0226723,0.0734866,0.0226279,0.0789254,0.0566635,0.0354239,0.0252149,0.0133463,0.0361060,0.0185914,0.0049633,0.0330748,1.1083251,0.0089225,0.0080695,0.0109663,0.0042008,0.0080813,0.0045931,0.0046585,0.0071453,0.0088382,0.0033042,0.0039291,0.0260583,0.0107476,0.0049538,0.0025200,0.0107596,0.0050822,0.0019887,0.0034366,0.0013148,0.0032305,0.0013040,0.0053089,0.0078359,0.0020254,0.0031635,0.0064423,0.0029304,0.0058402,0.0103344,0.0050761,0.0109039,0.0091003,0.0102427,0.0103092,0.0022244,0.0048214,0.0046248,0.0112909,0.0099561,0.0065000,0.0025566,0.0058503,0.0090992,0.0134103
"42","Wholesale trade",0.1563569,0.0763869,0.0403285,0.0920415,0.0504890,0.0307252,0.0816531,0.1542105,0.0866202,0.1825010,0.1173815,0.1433844,0.0418163,0.1248977,0.2084874,0.0900082,0.1417569,0.1233606,0.1589103,0.1324509,0.1533740,0.1365579,0.0882007,0.0583147,0.1275505,0.1338255,1.0407868,0.0284299,0.0220738,0.0214144,0.0316501,0.0357337,0.0518382,0.0613217,0.0633786,0.0276571,0.0113855,0.0516550,0.0408264,0.0254256,0.0099041,0.0324353,0.0229666,0.0093763,0.0180458,0.0047568,0.0188779,0.0044816,0.0258785,0.0498690,0.0103552,0.0116647,0.0200354,0.0178605,0.0235290,0.0497285,0.0253546,0.0383462,0.0464835,0.0362810,0.0429812,0.0123080,0.0337874,0.0297325,0.0440667,0.0328788,0.0356713,0.0118949,0.0397587,0.0372121,0.0529381
"441","Motor vehicle and parts dealers",0.0009986,0.0005229,0.0012060,0.0045615,0.0022588,0.0006758,0.0027243,0.0034564,0.0037187,0.0025606,0.0024333,0.0104856,0.0004580,0.0010434,0.0082969,0.0053983,0.0032304,0.0031877,0.0025987,0.0020867,0.0007571,0.0043616,0.0022782,0.0009144,0.0020894,0.0023334,0.0005454,1.0026255,0.0028009,0.0007493,0.0021848,0.0004565,0.0008590,0.0009428,0.0046675,0.0006067,0.0003246,0.0009923,0.0022910,0.0010169,0.0005149,0.0006643,0.0006516,0.0003500,0.0005005,0.0002350,0.0004979,0.0001638,0.0011241,0.0019073,0.0003131,0.0003039,0.0009082,0.0004562,0.0023256,0.0017290,0.0004470,0.0004592,0.0007583,0.0006017,0.0006349,0.0003863,0.0006169,0.0006454,0.0007490,0.0087892,0.0006691,0.0002013,0.0007287,0.0005598,0.0009995
"445","Food and beverage stores",0.0002480,0.0000633,0.0000508,0.0001082,0.0000813,0.0002307,0.0002391,0.0001205,0.0003018,0.0001436,0.0001071,0.0001016,0.0000251,0.0000859,0.0001340,0.0000631,0.0001898,0.0001468,0.0001922,0.0001444,0.0000870,0.0001353,0.0007118,0.0000736,0.0002655,0.0001586,0.0000860,0.0001069,1.0001113,0.0000797,0.0001109,0.0001618,0.0001309,0.0001237,0.0014936,0.0004844,0.0000346,0.0002942,0.0001117,0.0000750,0.0000634,0.0000676,0.0001331,0.0000751,0.0001252,0.0000415,0.0001262,0.0000450,0.0002498,0.0000839,0.0000838,0.0000640,0.0000988,0.0000720,0.0004124,0.0000947,0.0001037,0.0001274,0.0001273,0.0002024,0.0001252,0.0000734,0.0001035,0.0003547,0.0030081,0.0001261,0.0000484,0.0000306,0.0001080,0.0000810,0.0000944
