"Industry-by-Industry Total Requirements, After Redefinitions - Summary"
"2010, (in producers' prices)" 
"Bureau of Economic Analysis" 
""
"","Industries/Industries","111CA","113FF","211","212","213","22","23","321","327","331","332","333","334","335","3361MV","3364OT","337","339","311FT","313TT","315AL","322","323","324","325","326","42","441","445","452","4A0","481","482","483","484","485","486","487OS","493","511","512","513","514","521CI","523","524","525","HS","ORE","532RL","5411","5415","5412OP","55","561","562","61","621","622","623","624","711AS","713","721","722","81","GFGD","GFGN","GFE","GSLG","GSLE"
"","Industry Description","Farms","Forestry, fishing, and related activities","Oil and gas extraction","Mining, except oil and gas","Support activities for mining","Utilities","Construction","Wood products","Nonmetallic mineral products","Primary metals","Fabricated metal products","Machinery","Computer and electronic products","Electrical equipment, appliances, and components","Motor vehicles, bodies and trailers, and parts","Other transportation equipment","Furniture and related products","Miscellaneous manufacturing","Food and beverage and tobacco products","Textile mills and textile product mills","Apparel and leather and allied products","Paper products","Printing and related support activities","Petroleum and coal products","Chemical products","Plastics and rubber products","Wholesale trade","Motor vehicle and parts dealers","Food and beverage stores","General merchandise stores","Other retail","Air transportation","Rail transportation","Water transportation","Truck transportation","Transit and ground passenger transportation","Pipeline transportation","Other transportation and support activities","Warehousing and storage","Publishing industries, except internet (includes software)","Motion picture and sound recording industries","Broadcasting and telecommunications","Data processing, internet publishing, and other information services","Federal Reserve banks, credit intermediation, and related activities","Securities, commodity contracts, and investments","Insurance carriers and related activities","Funds, trusts, and other financial vehicles","Housing","Other real estate","Rental and leasing services and lessors of intangible assets","Legal services","Computer systems design and related services","Miscellaneous professional, scientific, and technical services","Management of companies and enterprises","Administrative and support services","Waste management and remediation services","Educational services","Ambulatory health care services","Hospitals","Nursing and residential care facilities","Social assistance","Performing arts, spectator sports, museums, and related activities","Amusements, gambling, and recreation industries","Accommodation","Food services and drinking places","Other services, except government","Federal general government (defense)","Federal general government (nondefense)","Federal government enterprises","State and local general government","State and local government enterprises"
"111CA","Farms",1.1821756,0.0394211,0.0009416,0.0023708,0.0014061,0.0008490,0.0039539,0.0241861,0.0034927,0.0025261,0.0019663,0.0020816,0.0008660,0.0018873,0.0033740,0.0014430,0.0080183,0.0068113,0.3366623,0.0751740,0.0241436,0.0126435,0.0083738,0.0013690,0.0241415,0.0113153,0.0011301,0.0032673,0.0036232,0.0015559,0.0013553,0.0021392,0.0012566,0.0027083,0.0009735,0.0005346,0.0007636,0.0015185,0.0010138,0.0010041,0.0005838,0.0008757,0.0011570,0.0009363,0.0010477,0.0003610,0.0010525,0.0002285,0.0018192,0.0008737,0.0007988,0.0008281,0.0019318,0.0009603,0.0026139,0.0013541,0.0117192,0.0018397,0.0047049,0.0099784,0.0163888,0.0024387,0.0100861,0.0097922,0.0258731,0.0020046,0.0028391,0.0009121,0.0034565,0.0100695,0.0016363
"113FF","Forestry, fishing, and related activities",0.0735681,1.1521857,0.0004083,0.0019487,0.0007597,0.0004863,0.0052924,0.1683633,0.0026544,0.0021800,0.0015103,0.0019994,0.0006943,0.0017453,0.0036306,0.0012494,0.0190436,0.0051619,0.0331700,0.0066190,0.0115170,0.0405275,0.0064276,0.0005330,0.0041540,0.0172277,0.0008266,0.0007579,0.0047735,0.0006040,0.0007511,0.0006908,0.0035803,0.0007695,0.0007088,0.0006398,0.0006898,0.0012292,0.0010061,0.0009050,0.0003747,0.0007433,0.0014087,0.0005437,0.0005410,0.0002130,0.0005321,0.0002406,0.0015510,0.0005928,0.0004344,0.0004137,0.0008203,0.0005020,0.0008691,0.0007762,0.0018369,0.0008462,0.0011601,0.0016918,0.0034074,0.0006303,0.0026602,0.0043360,0.0076453,0.0010452,0.0007464,0.0007210,0.0011924,0.0031329,0.0015470
"211","Oil and gas extraction",0.0482860,0.0289925,1.1869396,0.0614511,0.0294614,0.1733028,0.0474412,0.0390399,0.0423250,0.0489545,0.0271041,0.0241275,0.0086101,0.0297657,0.0270629,0.0138016,0.0292597,0.0239903,0.0340485,0.0484809,0.0197878,0.0439177,0.0413840,0.8293272,0.0797454,0.0552412,0.0118697,0.0150410,0.0191091,0.0143061,0.0131863,0.1397246,0.0933866,0.0699450,0.0871996,0.0376964,0.0209303,0.0530836,0.0309304,0.0083152,0.0047227,0.0077013,0.0106215,0.0191623,0.0146996,0.0031418,0.0200495,0.0028027,0.0282019,0.0140568,0.0064393,0.0074437,0.0092159,0.0127994,0.0125571,0.0253993,0.0146102,0.0114285,0.0177055,0.0166205,0.0182115,0.0100037,0.0191624,0.0251265,0.0205814,0.0145899,0.0388144,0.0126180,0.0668921,0.0567932,0.1692894
"212","Mining, except oil and gas",0.0137314,0.0032062,0.0055635,1.0686300,0.0042454,0.0334083,0.0193500,0.0075133,0.1007279,0.1221156,0.0333301,0.0200455,0.0047408,0.0244814,0.0251869,0.0114349,0.0130816,0.0138348,0.0122689,0.0133132,0.0044858,0.0216755,0.0069249,0.0072345,0.0181334,0.0131377,0.0017639,0.0023561,0.0032382,0.0025829,0.0023510,0.0031607,0.0061006,0.0042250,0.0031373,0.0014550,0.0043255,0.0035060,0.0063858,0.0017165,0.0009643,0.0028293,0.0026992,0.0014605,0.0019261,0.0005532,0.0021662,0.0008203,0.0054503,0.0017098,0.0010754,0.0011902,0.0026232,0.0021276,0.0025146,0.0044478,0.0035103,0.0023419,0.0032279,0.0029519,0.0039632,0.0035033,0.0074858,0.0044971,0.0044205,0.0038238,0.0029213,0.0114419,0.0030505,0.0037411,0.0288615
"213","Support activities for mining",0.0017489,0.0009480,0.0355035,0.0226203,1.0145227,0.0058440,0.0019358,0.0014072,0.0033439,0.0039812,0.0017549,0.0013447,0.0004206,0.0015641,0.0015990,0.0007791,0.0012721,0.0010879,0.0013340,0.0017750,0.0007180,0.0018421,0.0014376,0.0248799,0.0027956,0.0020117,0.0004019,0.0005127,0.0006474,0.0004899,0.0004552,0.0042418,0.0029349,0.0022575,0.0026861,0.0011642,0.0007829,0.0016717,0.0010794,0.0003030,0.0001659,0.0003296,0.0003959,0.0006108,0.0004897,0.0001084,0.0006537,0.0001055,0.0009712,0.0004673,0.0002208,0.0002612,0.0003731,0.0004439,0.0004428,0.0009124,0.0005207,0.0003995,0.0006082,0.0005675,0.0006583,0.0003767,0.0007386,0.0008615,0.0007246,0.0005391,0.0012515,0.0006235,0.0020910,0.0017849,0.0056764
"22","Utilities",0.0349202,0.0110432,0.0216055,0.0412348,0.0075632,1.0644879,0.0165874,0.0387426,0.0552221,0.0554437,0.0353755,0.0251263,0.0115898,0.0259881,0.0323593,0.0185027,0.0301501,0.0216779,0.0346889,0.0433553,0.0237558,0.0540326,0.0303133,0.0215952,0.0375091,0.0417852,0.0169763,0.0282986,0.0546157,0.0419727,0.0302084,0.0113083,0.0107579,0.0158976,0.0194903,0.0093562,0.0545669,0.0330510,0.1102227,0.0089436,0.0065811,0.0106980,0.0127954,0.0111715,0.0115031,0.0045371,0.0220535,0.0016055,0.0792546,0.0149872,0.0090271,0.0064825,0.0110117,0.0246073,0.0100751,0.0134501,0.0246487,0.0132227,0.0197463,0.0243641,0.0232159,0.0152207,0.0301863,0.0579764,0.0431116,0.0174795,0.0107384,0.0101576,0.0202457,0.0169505,0.0192202
"23","Construction",0.0173191,0.0043818,0.0123405,0.0245563,0.0183694,0.0223351,1.0058245,0.0102441,0.0139852,0.0153183,0.0104084,0.0081479,0.0035947,0.0076834,0.0092958,0.0058241,0.0096934,0.0070588,0.0119229,0.0102825,0.0078175,0.0128562,0.0102205,0.0195701,0.0099539,0.0108775,0.0064619,0.0098581,0.0121004,0.0108463,0.0115062,0.0073634,0.0299501,0.0096257,0.0104127,0.0070749,0.0402130,0.0117918,0.0233636,0.0040983,0.0035566,0.0079404,0.0049993,0.0111433,0.0095714,0.0042079,0.0112728,0.0367499,0.0719914,0.0066790,0.0064187,0.0035384,0.0069271,0.0073688,0.0050614,0.0057170,0.0095302,0.0072117,0.0077413,0.0129623,0.0151459,0.0086667,0.0130100,0.0160627,0.0124042,0.0144828,0.0127980,0.0086538,0.0182795,0.0175788,0.1502235
"321","Wood products",0.0036038,0.0023947,0.0011060,0.0029840,0.0025029,0.0015698,0.0330294,1.2445391,0.0080626,0.0061390,0.0037841,0.0061236,0.0018883,0.0048199,0.0129633,0.0038420,0.1184910,0.0110232,0.0044570,0.0039546,0.0020820,0.0413577,0.0060617,0.0013604,0.0027940,0.0104647,0.0026248,0.0019139,0.0041024,0.0016872,0.0024519,0.0009393,0.0241398,0.0015249,0.0021123,0.0011097,0.0023417,0.0021248,0.0038584,0.0018415,0.0012792,0.0025199,0.0071008,0.0012722,0.0012463,0.0005014,0.0012377,0.0013393,0.0079291,0.0018778,0.0010066,0.0007785,0.0015999,0.0010904,0.0019413,0.0016402,0.0016406,0.0016364,0.0018650,0.0018188,0.0091621,0.0013992,0.0027220,0.0036835,0.0030452,0.0023787,0.0014411,0.0014574,0.0028760,0.0032609,0.0074541
"327","Nonmetallic mineral products",0.0033901,0.0017922,0.0044239,0.0076474,0.0064494,0.0026271,0.0443877,0.0133752,1.1244881,0.0205426,0.0103545,0.0136381,0.0030998,0.0203514,0.0250240,0.0053799,0.0116247,0.0088590,0.0102307,0.0094566,0.0036642,0.0077231,0.0033953,0.0053742,0.0063587,0.0114572,0.0013286,0.0028330,0.0019423,0.0015356,0.0020853,0.0018321,0.0032936,0.0023715,0.0022913,0.0010843,0.0029502,0.0020875,0.0041502,0.0012274,0.0006310,0.0050417,0.0047310,0.0014393,0.0015054,0.0005141,0.0015581,0.0016947,0.0045004,0.0017940,0.0009485,0.0012127,0.0036592,0.0015000,0.0026635,0.0035135,0.0019323,0.0033618,0.0035757,0.0035414,0.0038998,0.0012399,0.0026166,0.0026232,0.0043522,0.0035919,0.0023106,0.0031538,0.0023980,0.0026381,0.0147012
