"Industry-by-Industry Total Requirements, After Redefinitions - Summary"
"2018, (in producers' prices)" 
"Bureau of Economic Analysis" 
""
"","Industries/Industries","111CA","113FF","211","212","213","22","23","321","327","331","332","333","334","335","3361MV","3364OT","337","339","311FT","313TT","315AL","322","323","324","325","326","42","441","445","452","4A0","481","482","483","484","485","486","487OS","493","511","512","513","514","521CI","523","524","525","HS","ORE","532RL","5411","5415","5412OP","55","561","562","61","621","622","623","624","711AS","713","721","722","81","GFGD","GFGN","GFE","GSLG","GSLE"
"331","Primary metals",0.0144511,0.0056227,0.0525757,0.0335753,0.0205238,0.0113463,0.0366016,0.0314538,0.0304549,1.4400476,0.3254218,0.1788491,0.0143586,0.1937711,0.2076226,0.0870903,0.1011954,0.0824771,0.0277629,0.0263596,0.0125834,0.0339503,0.0177098,0.0315328,0.0144245,0.0323550,0.0060367,0.0077103,0.0060620,0.0044888,0.0066768,0.0064421,0.0305038,0.0232418,0.0111493,0.0086030,0.0090027,0.0161794,0.0141843,0.0041240,0.0036539,0.0114234,0.0088511,0.0027246,0.0033600,0.0024022,0.0032072,0.0017994,0.0122098,0.0054942,0.0022346,0.0032661,0.0064553,0.0044235,0.0079737,0.0275783,0.0066896,0.0048443,0.0063696,0.0062223,0.0119493,0.0037190,0.0087502,0.0066129,0.0072618,0.0138343,0.0143793,0.0043252,0.0110869,0.0078078,0.0219199
"332","Fabricated metal products",0.0185933,0.0069831,0.0355416,0.0315373,0.0203406,0.0113977,0.0691817,0.0446219,0.0482054,0.0683974,1.1310254,0.1082842,0.0110560,0.0926906,0.1324723,0.0671107,0.0666710,0.0461427,0.0364607,0.0300062,0.0224756,0.0572447,0.0329879,0.0239525,0.0278591,0.0517032,0.0074731,0.0098497,0.0074506,0.0055611,0.0090210,0.0068067,0.0175748,0.0527168,0.0134699,0.0117706,0.0257719,0.0167021,0.0160987,0.0079862,0.0044873,0.0231722,0.0123237,0.0035626,0.0045155,0.0029493,0.0042737,0.0030174,0.0134827,0.0076743,0.0029719,0.0051437,0.0083617,0.0064112,0.0097331,0.0374083,0.0073391,0.0055566,0.0073743,0.0068315,0.0163819,0.0038797,0.0091980,0.0111705,0.0110546,0.0145513,0.0172197,0.0057550,0.0155195,0.0096110,0.0319285
"333","Machinery",0.0168662,0.0068018,0.0398434,0.0607162,0.0501591,0.0092762,0.0267808,0.0133003,0.0110107,0.0207161,0.0217659,1.1078299,0.0019903,0.0246190,0.0745064,0.0279693,0.0089047,0.0123764,0.0148774,0.0093124,0.0064852,0.0173440,0.0216247,0.0236426,0.0116765,0.0154121,0.0042731,0.0055737,0.0040710,0.0034460,0.0044705,0.0050848,0.0089037,0.0087242,0.0082007,0.0066800,0.0030846,0.0222238,0.0101928,0.0024611,0.0025883,0.0061153,0.0059145,0.0017456,0.0021914,0.0022067,0.0021580,0.0011831,0.0055561,0.0068522,0.0014852,0.0037295,0.0040443,0.0032208,0.0063310,0.0404285,0.0061130,0.0031957,0.0039613,0.0040061,0.0047946,0.0023442,0.0042251,0.0035086,0.0043244,0.0144198,0.0067587,0.0019730,0.0060642,0.0064482,0.0164554
"334","Computer and electronic products",0.0062305,0.0026235,0.0063116,0.0077555,0.0069551,0.0035272,0.0109321,0.0177295,0.0153758,0.0191984,0.0239760,0.0391894,1.0516994,0.0476369,0.0614384,0.0922129,0.0247910,0.0236217,0.0104009,0.0217480,0.0118060,0.0137954,0.0254955,0.0059696,0.0149984,0.0196423,0.0100798,0.0093106,0.0056170,0.0060374,0.0061461,0.0034927,0.0069493,0.0114477,0.0062682,0.0047656,0.0023044,0.0062464,0.0080506,0.0162451,0.0109886,0.0310693,0.0222132,0.0035280,0.0053319,0.0024877,0.0080034,0.0009429,0.0058256,0.0046868,0.0058273,0.0127933,0.0085845,0.0171434,0.0101377,0.0132221,0.0056214,0.0138073,0.0053959,0.0049029,0.0068529,0.0027759,0.0048923,0.0051668,0.0049938,0.0169286,0.0471129,0.0084492,0.0038846,0.0051012,0.0109484
"335","Electrical equipment, appliances, and components",0.0114348,0.0045188,0.0045398,0.0061054,0.0069588,0.0023828,0.0282478,0.0230220,0.0043742,0.0156230,0.0139407,0.0483303,0.0043803,1.0744110,0.0245078,0.0141146,0.0075127,0.0108296,0.0068512,0.0052327,0.0029498,0.0080220,0.0051220,0.0037142,0.0044113,0.0093198,0.0021528,0.0034940,0.0024799,0.0028301,0.0028553,0.0015620,0.0050936,0.0039296,0.0027909,0.0071765,0.0013358,0.0031708,0.0072347,0.0013207,0.0014741,0.0096710,0.0035598,0.0014592,0.0017924,0.0012093,0.0016297,0.0011940,0.0056607,0.0020919,0.0011329,0.0031483,0.0042969,0.0018927,0.0046735,0.0137562,0.0043221,0.0015835,0.0026150,0.0061773,0.0037275,0.0017232,0.0040505,0.0042406,0.0028837,0.0064614,0.0045614,0.0035996,0.0024940,0.0030029,0.0141112
"3361MV","Motor vehicles, bodies and trailers, and parts",0.0101510,0.0056483,0.0097247,0.0208046,0.0085128,0.0050850,0.0086080,0.0183324,0.0131694,0.0284848,0.0155439,0.0600326,0.0021896,0.0125716,1.4753522,0.0259700,0.0145233,0.0104901,0.0125050,0.0115074,0.0073174,0.0193782,0.0103091,0.0075503,0.0074950,0.0109129,0.0095906,0.0171463,0.0122354,0.0056332,0.0108267,0.0028726,0.0056907,0.0086283,0.0236733,0.0132674,0.0021075,0.0086704,0.0455282,0.0034069,0.0040929,0.0061871,0.0048957,0.0020458,0.0026645,0.0018107,0.0023997,0.0005798,0.0048044,0.0064227,0.0016726,0.0018337,0.0052635,0.0047094,0.0148300,0.0286747,0.0041954,0.0032246,0.0055404,0.0042171,0.0153592,0.0091009,0.0045069,0.0042899,0.0050388,0.0341096,0.0137346,0.0015248,0.0238809,0.0078085,0.0083470
"3364OT","Other transportation equipment",0.0008273,0.0010255,0.0006589,0.0016022,0.0005804,0.0008558,0.0007524,0.0016924,0.0013524,0.0025886,0.0013764,0.0018224,0.0004610,0.0012788,0.0026641,1.2663282,0.0010846,0.0007761,0.0009937,0.0010300,0.0006514,0.0014211,0.0007580,0.0006527,0.0007796,0.0010422,0.0005455,0.0004270,0.0003562,0.0003243,0.0004347,0.0075708,0.0235715,0.0633876,0.0016526,0.0009205,0.0002784,0.0085931,0.0005154,0.0004411,0.0004130,0.0006550,0.0005472,0.0002785,0.0009375,0.0002038,0.0006961,0.0000647,0.0005008,0.0003271,0.0002239,0.0002995,0.0009181,0.0003723,0.0005171,0.0012278,0.0003323,0.0003275,0.0003240,0.0003518,0.0004184,0.0002234,0.0003980,0.0003609,0.0003752,0.0013357,0.0950865,0.0106568,0.0009979,0.0003328,0.0016746
"337","Furniture and related products",0.0004221,0.0001469,0.0002888,0.0005924,0.0003023,0.0004298,0.0120404,0.0046855,0.0005517,0.0004788,0.0004020,0.0012866,0.0001747,0.0004160,0.0008044,0.0014243,1.0485599,0.0027171,0.0004491,0.0017655,0.0012773,0.0009724,0.0004374,0.0003963,0.0003540,0.0019640,0.0006457,0.0015547,0.0003715,0.0003726,0.0019944,0.0002079,0.0007919,0.0011632,0.0005480,0.0003273,0.0002277,0.0005272,0.0005078,0.0001635,0.0002953,0.0006382,0.0014746,0.0002274,0.0004399,0.0001904,0.0003537,0.0021975,0.0011531,0.0002269,0.0002002,0.0001063,0.0004323,0.0002416,0.0002752,0.0003093,0.0002554,0.0004825,0.0004111,0.0003954,0.0009351,0.0010969,0.0016652,0.0004439,0.0006804,0.0006373,0.0004199,0.0001666,0.0117793,0.0004016,0.0022265
"339","Miscellaneous manufacturing",0.0014398,0.0005386,0.0009555,0.0015544,0.0009434,0.0005985,0.0018690,0.0016012,0.0020547,0.0016737,0.0013843,0.0074215,0.0003707,0.0071967,0.0057531,0.0020652,0.0020921,1.0396406,0.0011890,0.0060404,0.0116945,0.0017209,0.0014977,0.0008143,0.0020886,0.0025255,0.0012446,0.0025223,0.0012139,0.0008552,0.0019823,0.0005418,0.0007642,0.0012963,0.0009700,0.0012244,0.0003603,0.0017002,0.0032583,0.0006071,0.0007370,0.0011695,0.0012494,0.0006999,0.0006671,0.0004738,0.0006076,0.0001563,0.0014904,0.0007201,0.0005410,0.0005238,0.0019023,0.0007214,0.0025097,0.0051035,0.0019709,0.0162861,0.0202917,0.0052543,0.0072302,0.0007586,0.0037400,0.0009232,0.0013452,0.0024850,0.0012452,0.0007477,0.0005845,0.0044116,0.0013746
"311FT","Food and beverage and tobacco products",0.1182851,0.0119175,0.0016453,0.0021957,0.0014776,0.0016540,0.0018615,0.0053994,0.0045435,0.0040011,0.0025486,0.0021510,0.0003883,0.0019626,0.0029959,0.0012902,0.0034441,0.0029068,1.2363010,0.0101752,0.0521161,0.0156041,0.0134176,0.0023448,0.0126803,0.0079470,0.0030319,0.0022171,0.0048618,0.0024107,0.0021664,0.0106378,0.0014588,0.0172249,0.0025235,0.0018201,0.0007160,0.0032090,0.0017677,0.0015274,0.0024974,0.0019193,0.0027243,0.0018985,0.0022579,0.0016125,0.0021964,0.0003849,0.0039541,0.0016339,0.0017751,0.0014936,0.0059051,0.0021245,0.0034537,0.0026941,0.0259885,0.0034271,0.0130575,0.0331009,0.0554104,0.0073871,0.0497054,0.0311393,0.0788380,0.0064528,0.0055135,0.0009511,0.0109298,0.0325145,0.0018162
"313TT","Textile mills and textile product mills",0.0023230,0.0020252,0.0008532,0.0015180,0.0007714,0.0005971,0.0032871,0.0085339,0.0046307,0.0016692,0.0013687,0.0052158,0.0002337,0.0015885,0.0117216,0.0042918,0.0451696,0.0237449,0.0033517,1.1968837,0.1415094,0.0255621,0.0099755,0.0010261,0.0032415,0.0158859,0.0021379,0.0014422,0.0015252,0.0149491,0.0030089,0.0005695,0.0009463,0.0031262,0.0010660,0.0010095,0.0003130,0.0017936,0.0011799,0.0006897,0.0021623,0.0010709,0.0009381,0.0004218,0.0005227,0.0003334,0.0004587,0.0002569,0.0012125,0.0011966,0.0003761,0.0003449,0.0009307,0.0005117,0.0019592,0.0025831,0.0007764,0.0012637,0.0019130,0.0116981,0.0066925,0.0006164,0.0030535,0.0092161,0.0013325,0.0024520,0.0019508,0.0008177,0.0012069,0.0021048,0.0013301
"315AL","Apparel and leather and allied products",0.0003439,0.0001409,0.0001630,0.0002283,0.0001454,0.0001385,0.0002408,0.0003531,0.0002556,0.0003912,0.0002490,0.0004097,0.0000419,0.0002008,0.0041733,0.0002378,0.0008223,0.0008830,0.0003196,0.0134711,1.0823030,0.0006158,0.0132625,0.0001751,0.0002207,0.0004219,0.0007089,0.0013448,0.0002513,0.0013058,0.0008621,0.0001407,0.0001799,0.0003028,0.0003735,0.0002657,0.0000949,0.0002816,0.0002896,0.0003166,0.0006125,0.0021426,0.0004157,0.0001431,0.0001942,0.0001518,0.0001750,0.0000279,0.0002419,0.0007210,0.0001363,0.0001003,0.0002215,0.0002200,0.0005247,0.0013369,0.0004512,0.0002940,0.0004896,0.0003190,0.0035762,0.0011378,0.0004160,0.0003912,0.0003539,0.0024480,0.0003506,0.0001514,0.0006838,0.0012995,0.0003044
"322","Paper products",0.0109180,0.0027169,0.0041607,0.0080675,0.0036365,0.0032967,0.0078109,0.0149812,0.0207515,0.0210250,0.0164646,0.0149679,0.0021617,0.0172778,0.0185520,0.0083081,0.0283266,0.0230439,0.0563126,0.0216883,0.0135663,1.2530448,0.1155516,0.0042296,0.0184996,0.0343243,0.0079689,0.0042170,0.0089358,0.0044147,0.0063978,0.0043444,0.0047614,0.0072218,0.0064340,0.0209435,0.0022021,0.0236571,0.0082491,0.0107298,0.0050809,0.0046771,0.0064112,0.0040762,0.0038922,0.0020132,0.0032086,0.0006689,0.0057910,0.0060322,0.0034156,0.0024534,0.0057733,0.0042967,0.0084001,0.0082149,0.0045190,0.0046497,0.0065101,0.0088682,0.0114561,0.0031251,0.0062741,0.0141689,0.0102254,0.0060228,0.0032617,0.0036144,0.0036440,0.0110546,0.0047682
"323","Printing and related support activities",0.0020198,0.0010179,0.0016628,0.0020327,0.0015577,0.0015593,0.0020060,0.0025964,0.0019384,0.0036158,0.0024430,0.0022753,0.0004615,0.0018280,0.0027806,0.0014341,0.0031314,0.0024398,0.0027457,0.0051362,0.0066133,0.0038726,1.0164258,0.0015720,0.0022903,0.0026291,0.0065279,0.0031455,0.0024692,0.0024632,0.0071454,0.0014830,0.0019380,0.0031845,0.0036866,0.0032276,0.0010737,0.0050152,0.0016791,0.0159102,0.0093426,0.0033195,0.0172672,0.0025188,0.0045081,0.0037850,0.0035310,0.0003061,0.0028519,0.0023300,0.0029525,0.0017056,0.0052974,0.0036502,0.0051548,0.0021169,0.0045575,0.0031094,0.0048006,0.0024929,0.0079918,0.0056981,0.0029060,0.0047074,0.0025208,0.0044879,0.0025270,0.0025839,0.0016931,0.0060412,0.0035758
"324","Petroleum and coal products",0.0432116,0.0186157,0.0313706,0.0629645,0.0232156,0.0661303,0.0388095,0.0271610,0.0240624,0.0316825,0.0180446,0.0162640,0.0022464,0.0207325,0.0169584,0.0080583,0.0199897,0.0156806,0.0278168,0.0294099,0.0118607,0.0300410,0.0333983,1.0617815,0.0448185,0.0375818,0.0110175,0.0131669,0.0120351,0.0079394,0.0104850,0.0874146,0.1010759,0.0538909,0.0688963,0.0344648,0.0037073,0.0885408,0.0150128,0.0054120,0.0066056,0.0063386,0.0088109,0.0133536,0.0128585,0.0039795,0.0135984,0.0024367,0.0208736,0.0107420,0.0041823,0.0043514,0.0072371,0.0086454,0.0130223,0.0295332,0.0086982,0.0081536,0.0107772,0.0110747,0.0115726,0.0058013,0.0160029,0.0140786,0.0129963,0.0108722,0.0325574,0.0041805,0.0369419,0.0529638,0.0685380
"325","Chemical products",0.1063167,0.0514919,0.0459674,0.0616584,0.0208079,0.0175633,0.0305441,0.0552977,0.0665697,0.0305723,0.0435534,0.0379675,0.0080777,0.0422213,0.0669082,0.0232363,0.0785327,0.0777767,0.0693501,0.2925438,0.0636067,0.1407356,0.1104082,0.0494713,1.3678419,0.3899897,0.0119499,0.0126095,0.0127054,0.0108039,0.0130102,0.0091960,0.0160331,0.0148080,0.0133070,0.0100540,0.0042303,0.0186551,0.0192690,0.0092747,0.0094295,0.0114768,0.0132195,0.0053082,0.0063896,0.0048484,0.0057673,0.0020165,0.0266204,0.0085778,0.0048968,0.0042365,0.0168411,0.0089257,0.0196064,0.0236917,0.0109537,0.0478451,0.0341433,0.0250604,0.0197852,0.0070624,0.0172639,0.0168700,0.0163654,0.0206887,0.0121307,0.0076311,0.0103288,0.0309803,0.0280176
"326","Plastics and rubber products",0.0135321,0.0051619,0.0052379,0.0207995,0.0090826,0.0037139,0.0241131,0.0159718,0.0183958,0.0138668,0.0158346,0.0289392,0.0030267,0.0211317,0.0674121,0.0189229,0.0641308,0.0412507,0.0371529,0.0204920,0.0202267,0.0313731,0.0167428,0.0055075,0.0273118,1.0957733,0.0106839,0.0107126,0.0122634,0.0044561,0.0095048,0.0040700,0.0047052,0.0067387,0.0084896,0.0043933,0.0034206,0.0188141,0.0098347,0.0040098,0.0034859,0.0112928,0.0052776,0.0021534,0.0024956,0.0017558,0.0022636,0.0012453,0.0055309,0.0073611,0.0018106,0.0025994,0.0065335,0.0029281,0.0061830,0.0102962,0.0048716,0.0124773,0.0086780,0.0109300,0.0109864,0.0024154,0.0054909,0.0048880,0.0117829,0.0110717,0.0089573,0.0025974,0.0044349,0.0101186,0.0141613
"42","Wholesale trade",0.1638123,0.0736721,0.0535308,0.0881853,0.0423501,0.0360042,0.0863289,0.1495203,0.0856333,0.1904242,0.1184643,0.1414191,0.0220332,0.1249102,0.2102019,0.0864570,0.1373170,0.1073827,0.1578838,0.1378906,0.1327926,0.1392149,0.0814457,0.0645966,0.1192296,0.1294141,1.0454746,0.0355904,0.0246835,0.0232763,0.0366940,0.0296961,0.0677803,0.0531889,0.0497883,0.0324508,0.0121631,0.0579283,0.0412534,0.0280287,0.0138495,0.0337668,0.0258553,0.0123386,0.0141611,0.0077894,0.0147110,0.0048841,0.0297428,0.0430488,0.0095030,0.0113129,0.0222776,0.0186273,0.0276090,0.0524852,0.0261162,0.0392774,0.0366377,0.0370429,0.0443693,0.0133335,0.0437462,0.0346208,0.0473837,0.0373055,0.0424855,0.0117859,0.0383314,0.0406254,0.0617561
"441","Motor vehicle and parts dealers",0.0009431,0.0004232,0.0014523,0.0038256,0.0016236,0.0006498,0.0025251,0.0027443,0.0031678,0.0022295,0.0021056,0.0088455,0.0002372,0.0009302,0.0076168,0.0048060,0.0026986,0.0023132,0.0024230,0.0015444,0.0007481,0.0035854,0.0020996,0.0010575,0.0016301,0.0018986,0.0006369,1.0041436,0.0033462,0.0008233,0.0027895,0.0004712,0.0008823,0.0011191,0.0045458,0.0008768,0.0002902,0.0009232,0.0018979,0.0006923,0.0007675,0.0006635,0.0006895,0.0003802,0.0004194,0.0004129,0.0003937,0.0001607,0.0011933,0.0015699,0.0002991,0.0003034,0.0009572,0.0004787,0.0025110,0.0016164,0.0004120,0.0004403,0.0007088,0.0005852,0.0006293,0.0004163,0.0006985,0.0006991,0.0007798,0.0099820,0.0007589,0.0002326,0.0006083,0.0005730,0.0009978
"445","Food and beverage stores",0.0002993,0.0000518,0.0000573,0.0000853,0.0000514,0.0002878,0.0002339,0.0001016,0.0002476,0.0001261,0.0000957,0.0000873,0.0000140,0.0000733,0.0001148,0.0000518,0.0001595,0.0001037,0.0001845,0.0001253,0.0000820,0.0001211,0.0005899,0.0000721,0.0002240,0.0001373,0.0000973,0.0001290,1.0001120,0.0000790,0.0001234,0.0002199,0.0001767,0.0001501,0.0009834,0.0004743,0.0000366,0.0003650,0.0001047,0.0000638,0.0000824,0.0000650,0.0001411,0.0000811,0.0000970,0.0000675,0.0000891,0.0000494,0.0002526,0.0000807,0.0000777,0.0000634,0.0001011,0.0000715,0.0004543,0.0000933,0.0001015,0.0001267,0.0001311,0.0001847,0.0001180,0.0000678,0.0001032,0.0003507,0.0028305,0.0001454,0.0000465,0.0000306,0.0000834,0.0000784,0.0000952
